SAND			0	0801	0801	0801	0801	0801	0801	0801	0	0	0801	0801	0801	0801	0801	0801	0801	0801	0801	0801	0801	0801	0	0	0801	0801	0801	0801	0	0	0801	0801	0801	0801	0	0	0132	0132	0132	0132	0	0
SNOW			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0132	0132	0132	0132	0	0
WOOD			0	1001	1001	1001	1001	1001	5006	1001	0	0	1001	1001	1001	1001	1001	1001	1001	1001	1001	1001	1001	1001	0	5123	1001	1001	1001	1001	0	0	1001	1001	1001	1001	0	0	0132	0132	0132	0132	0	0
METAL			0	3301	3301	3301	3301	3301	5006	3301	0	0	3301	3301	3301	3301	3301	3301	3301	3301	3301	3301	3301	3301	0	5123	3301	3301	3301	3301	0	0	3301	3301	3301	3301	0	0	0132	0132	0132	0132	0	0
																																											
CERAMICS		0	0101	0101	0101	0101	0101	5006	0101	0	0	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0	5123	0101	0101	0101	0101	0	0	0101	0101	0101	0101	0	0	0132	0132	0132	0132	0	0
MARBLE		0	0101	0101	0101	0101	0101	5006	0101	0	0	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0	5123	0101	0101	0101	0101	0	0	0101	0101	0101	0101	0	0	0132	0132	0132	0132	0	0
LAMINATE		0	1001	1001	1001	1001	1001	5006	1001	0	0	1001	1001	1001	1001	1001	1001	1001	1001	1001	1001	1001	1001	0	5123	1001	1001	1001	1001	0	0	1001	1001	1001	1001	0	0	0132	0132	0132	0132	0	0
CARPET_FABRIC	0	1501	1501	1501	1501	1501	5006	1501	0	0	1501	1501	1501	1501	1501	1501	1501	1501	1501	1501	1501	1501	0	5123	1501	1501	1501	1501	0	0	1501	1501	1501	1501	0	0	0132	0132	0132	0132	0	0
																																											
LINOLEUM		0	0101	0101	0101	0101	0101	5006	0101	0	0	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0	5123	0101	0101	0101	0101	0	0	0101	0101	0101	0101	0	0	0132	0132	0132	0132	0	0
RUBBER		0	1701	1701	1701	1701	1701	5006	1701	0	0	1701	1701	1701	1701	1701	1701	1701	1701	1701	1701	1701	1701	0	5123	1701	1701	1701	1701	0	0	1701	1701	1701	1701	0	0	0132	0132	0132	0132	0	0
PLASTIC		0	1801	1801	1801	1801	1801	5006	1801	0	0	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	0	5123	1801	1801	1801	1801	0	0	1801	1801	1801	1801	0	0	0132	0132	0132	0132	0	0
CARDBOARD		0	1901	1901	1901	1901	1901	5006	1901	0	0	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	0	5123	1901	1901	1901	1901	0	0	1901	1901	1901	1901	0	0	0132	0132	0132	0132	0	0
																																											
PAPER			0	2001	2001	2001	2001	2001	5006	2001	0	0	2001	2001	2001	2001	2001	2001	2001	2001	2001	2001	2001	2001	0	5123	2001	2001	2001	2001	0	0	2001	2001	2001	2001	0	0	0132	0132	0132	0132	0	0
MATTRESS_FOAM	0	2101	2101	2101	2101	2101	5006	2101	0	0	2101	2101	2101	2101	2101	2101	2101	2101	2101	2101	2101	2101	0	5123	2101	2101	2101	2101	0	0	2101	2101	2101	2101	0	0	0132	0132	0132	0132	0	0
PILLOW_FEATHERS	0	2201	2201	2201	2201	2201	2201	2201	0	0	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	0	0	2201	2201	2201	2201	0	0	2201	2201	2201	2201	0	0	0132	0132	0132	0132	0	0
GRASS			0	2301	2301	2301	2301	2301	0	2301	0	0	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	0	0	2301	2301	2301	2301	0	0	2301	2301	2301	2301	0	0	0132	0132	0132	0132	0	0
																																											
BUSHES		0	2901	2901	2901	2901	2901	5006	2901	0	0	2901	2901	2901	2901	2901	2901	2901	2901	2901	2901	2901	2901	0	2901	2901	2901	2901	2901	0	0	2901	2901	2901	2901	0	0	0132	0132	0132	0132	0	0
TREE_BARK_DARK	0	2501	2501	2501	2501	2501	5006	2501	0	0	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	0	5123	2501	2501	2501	2501	0	0	2501	2501	2501	2501	0	0	0132	0132	0132	0132	0	0
TREE_BARK_MEDIUM	0	2501	2501	2501	2501	2501	5006	2501	0	0	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	0	5123	2501	2501	2501	2501	0	0	2501	2501	2501	2501	0	0	0132	0132	0132	0132	0	0
TREE_BARK_LIGHT	0	2501	2501	2501	2501	2501	5006	2501	0	0	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	0	5123	2501	2501	2501	2501	0	0	2501	2501	2501	2501	0	0	0132	0132	0132	0132	0	0
																																											
FLOWERS		0	0601	0601	0601	0601	0601	0601	0601	0	0	0601	0601	0601	0601	0601	0601	0601	0601	0601	0601	0601	0601	0	0	0601	0601	0601	0601	0	0	0601	0601	0601	0601	0	0	0132	0132	0132	0132	0	0
LEAVES_PILE		0	2901	2901	2901	2901	2901	2901	2901	0	0	2901	2901	2901	2901	2901	2901	2901	2901	2901	2901	2901	2901	0	0	2901	2901	2901	2901	0	0	2901	2901	2901	2901	0	0	0132	0132	0132	0132	0	0
GLASS			0	3001	3001	3001	3001	3001	5006	3001	0	0	3001	3001	3001	3001	3001	3001	3001	3001	3001	3001	3001	3001	0	5123	3001	3001	3001	3001	0	0	3001	3001	3001	3001	0	0	0132	0132	0132	0132	0	0
WINDSCREEN		0	3001	3001	3001	3001	3001	5006	3001	0	0	3001	3001	3001	3001	3001	3001	3001	3001	3001	3001	3001	3001	0	5123	3001	3001	3001	3001	0	0	3001	3001	3001	3001	0	0	3332	3332	3332	3332	0	0
																																											
CAR_METAL		0	3301	3301	3301	3301	3301	5006	3399	0	0	3399	3301	3301	3301	3399	3399	3399	3399	3399	3399	3399	3399	0	5123	3399	3399	3399	3399	5006	0	0	0	3333	3301	0	0	3332	3332	3332	3332	0	0
CAR_PLASTIC		0	3401	3401	3401	3401	3401	5006	3399	0	0	3399	3401	3401	3401	3399	3399	3399	3399	3399	3399	3399	3399	0	5123	3399	3399	3399	3399	5006	0	0	0	3401	3401	0	0	3332	3332	3332	3332	0	0
WATER			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENERIC		0	3601	3601	3601	3601	3601	0	3601	0	0	3601	3601	3601	3601	3601	3601	3601	3601	3601	3601	3601	3601	0	5123	3601	3601	3601	3601	0	0	3601	3601	3601	3601	0	0	0132	0132	0132	0132	0	0
																																									
PED_HEAD		0	0701	0701	0701	0701	0701	0601	0701	0801	0	0701	0701	0701	0701	0701	0	0701	0	0701	0	0	0	0	2301	2901	0701	0701	0701	0601	2901	0	0	0	0	0	0	0	0	0	0	0	0
PED_TORSO		0	0701	0701	0701	0701	0701	0601	0701	0801	0	0701	0701	0701	0701	0701	0	0701	0	0701	0	0	0	0	2301	2901	0701	0701	0701	0601	2901	0	0	0	0	0	0	0	0	0	0	0	0
PED_LIMB		0	0701	0701	0701	0701	0701	0601	0701	0801	0	0701	0701	0701	0701	0701	0	0701	0	0701	0	0	0	0	2301	2901	0701	0701	0701	0601	2901	0	0	0	0	0	0	0	0	0	0	0	0
PED_FOOT		0	0701	0701	0701	0701	0701	0601	0701	0801	0	0701	0701	0701	0701	0701	0	0701	0	0701	0	0	0	0	2301	2901	0701	0701	0701	0601	2901	0	0	0	0	0	0	0	0	0	0	0	0

TVSCREEN		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0132	0132	0132	0132	0	0
VIDEOWALL		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0132	0132	0132	0132	0	0
																																					
MTLFX_TABLE_END		



MTLFX_INFO_START

#  00 = VOID
#  01 = CONCRETE
#  02 = STONE
#  03 = PAVING_SLABS
#  04 = BRICK_COBBLE
#  05 = GRAVEL
#  06 = MUD_SOFT
#  07 = DIRT_DRY
#  08 = SAND
#  09 = SNOW
#  10 = WOOD
#  11 = METAL
#  12 = CERAMICS
#  13 = MARBLE
#  14 = LAMINATE
#  15 = CARPET_FABRIC
#  16 = LINOLEUM
#  17 = RUBBER
#  18 = PLASTIC
#  19 = CARDBOARD
#  20 = PAPER
#  21 = MATTRESS_FOAM
#  22 = PILLOW_FEATHERS
#  23 = GRASS
#  24 = BUSHES
#  25 = TREE_BARK_DARK
#  26 = TREE_BARK_MEDIUM
#  27 = TREE_BARK_LIGHT
#  28 = FLOWERS
#  29 = LEAVES_PILE
#  30 = GLASS
#  31 = WINDSCREEN
#  32 = PED
#  33 = CAR_METAL
#  34 = CAR_PLASTIC
#  35 = WATER
#  36 = GENERIC
#  37 = PED_HEAD
#  38 = PED_TORSO
#  39 = PED_LIMB
#  40 = PED_FOOT
#  41 = TVSCREEN
#  42 = VIDEOWALL


# CURRENT ENTRIES: 51


#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#
#	BANGFX																											SCRAPEFX																									
# ID	VELOCITY_THRESH	IMPETUS_THRESH				COLN	BANGTEX_SIZE	  SPECULAR  	  PARALLAX   											TEXTURE INFO	VELOCITY_THRESH	IMPETUS_THRESH					COLN	SCRAPETX_SIZE	 SPECULAR  	  PARALLAX   											TEXTURE INFO	
#	MIN	MAX	MIN	MAX	BANG_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	BANG_DIFFUSE				BANG_NORMAL				ROW COL ID	MIN	MAX	MIN	MAX	SCRAPE_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	SCRAPE_DIFFUSE				SCRAPE_NORMAL				ROW COL ID	WASHABLE
#																																																							
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
																																																					
# (01,02,03,04,12,13,16) CONCRETE VS																																																					
0101	4.0	30.0	1800	35000	bang_concrete		2	0.9	1.9	0	0	1	0.05	materials_01				materials_01_normal			2   2	0	0.5	15.0	50	500	scrape_concrete			2	0.01	0.2	0	0	1	0.05	materials_04				materials_04_normal			4   1	0	0
0101	4.0	30.0	1800	35000	bang_concrete		2	0.65	1.7	0	0	1	0.05	materials_01				materials_01_normal			2   2	1	0.5	15.0	50	500	scrape_concrete			2	0.01	0.2	0	0	1	0.05	materials_04				materials_04_normal			4   1	1	0
																																																																																																																																																																																																																				
# (05) GRAVEL VS																																																					
0501	3.0	30.0	1000	35000	bang_gravel			2	0.2	1.0	0	0	1	0.05	materials_01				materials_01_normal			2   2	0	0.5	15.0	50	500	scrape_gravel			2	0.01	0.2	0	0	1	0.05	materials_04				materials_04_normal			4   1	0	0
0501	3.0	30.0	1000	35000	bang_gravel			2	0.2	1.0	0	0	1	0.05	materials_01				materials_01_normal			2   2	1	0.5	15.0	50	500	scrape_gravel			2	0.01	0.2	0	0	1	0.05	materials_04				materials_04_normal			4   1	1	0


#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#																																																					
#	BANGFX																							SCRAPEFX																														
# ID	VELOCITY_THRESH	IMPETUS_THRESH				COLN	BANGTEX_SIZE	  SPECULAR  	  PARALLAX   											TEXTURE INFO	VELOCITY_THRESH	IMPETUS_THRESH					COLN	SCRAPETX_SIZE	 SPECULAR  	  PARALLAX   											TEXTURE INFO	
#	MIN	MAX	MIN	MAX	BANG_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	BANG_DIFFUSE				BANG_NORMAL				ROW COL ID	MIN	MAX	MIN	MAX	SCRAPE_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	SCRAPE_DIFFUSE				SCRAPE_NORMAL				ROW COL ID	WASHABLE
#																																																							
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
																																																					
# (06,28) MUD_SOFT VS																																																				
0601	0.7	30.0	200	30000	bang_mud_soft		0	0.5	2.6	0	0	1	0.08	materials_01				materials_01_normal			2   2	2	0.1	15.0	20	500	scrape_mud_soft			0	0.01	0.25	0	0	1	0.06	materials_04				materials_04_normal			4   1	2	0																									
																																																					
# (07) DIRT_DRY VS																																																					
0701	0.4	30.0	120	30000	bang_dusty			0	0.5	2.6	0	0	1	0.06	materials_01				materials_01_normal			2   2	3	0.1	15.0	20	500	scrape_dusty			0	0.01	0.25	0	0	1	0.05	materials_04				materials_04_normal			4   1	3	0																									
																																																					
# (08) SAND VS																																																						
0801	0.2	30.0	50	30000	bang_sand			0	0.5	2.6	0	0	1	0.08	materials_01				materials_01_normal			2   2	3	0.01	12.0	10	500	scrape_sand			0	0.01	0.25	0	0	1	0.06	materials_04				materials_04_normal			4   1	3	0																									
																																																		
# (10,14) WOOD VS																																																					
1001	5.0	30.0	1000	30000	bang_wood			2	0.4	1.1	0	0	1	0.06	materials_02				materials_02_normal			2   2	0	0.5	15.0	50	500	scrape_wood			0	0.01	0.2	0	0	1	0.05	materials_05				materials_05_normal			4   1	0	0
1001	5.0	30.0	1000	30000	bang_wood			2	0.5	0.9	0	0	1	0.06	materials_02				materials_02_normal			2   2	1	0.5	15.0	50	500	scrape_wood			0	0.01	0.2	0	0	1	0.05	materials_05				materials_05_normal			4   1	1	0
																																																					
# (15) CARPET_FABRIC VS																																																					
1501	5.0	30.0	1000	30000	bang_dusty			0	0.2	1.0	0	0	0	0.0	-					-					1   1	0	0.5	15.0	50	500	scrape_carpet			0	0.01	0.2	0	0	1	0.05	materials_05				materials_05_normal			4   1	2	0


#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#																																																					
#	BANGFX																							SCRAPEFX																														
# ID	VELOCITY_THRESH	IMPETUS_THRESH				COLN	BANGTEX_SIZE	  SPECULAR  	  PARALLAX   											TEXTURE INFO	VELOCITY_THRESH	IMPETUS_THRESH					COLN	SCRAPETX_SIZE	 SPECULAR  	  PARALLAX   											TEXTURE INFO	
#	MIN	MAX	MIN	MAX	BANG_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	BANG_DIFFUSE				BANG_NORMAL				ROW COL ID	MIN	MAX	MIN	MAX	SCRAPE_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	SCRAPE_DIFFUSE				SCRAPE_NORMAL				ROW COL ID	WASHABLE
#																																																							
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################

# (17) RUBBER VS																																																					
1701	5.0	30.0	1000	30000	bang_dusty			0	0.0	1.0	0	0	0	0.00	-					-					1   1	0	0.5	15.0	50	5000	scrape_dusty			0	0.01	0.3	0	0	0	0.00	materials_05				materials_05_normal			4   1	3	0
																																																					
# (18) PLASTIC VS																																																					
1801	5.0	30.0	1000	30000	bang_dusty			0	0.2	0.35	0	0	1	0.08	materials_02				materials_02_normal			2   2   2	0.5	15.0	50	5000	scrape_dusty			0	0.01	0.3	0	0	1	0.04	materials_06				materials_07_normal			4   1	0	0
1801	5.0	30.0	1000	30000	bang_dusty			0	0.2	0.35	0	0	1	0.08	materials_02				materials_02_normal			2   2   3	0.5	15.0	50	5000	scrape_dusty			0	0.01	0.3	0	0	1	0.04	materials_06				materials_07_normal			4   1	1	0
1801	5.0	30.0	1000	30000	bang_dusty			0	0.35	0.62	0	0	1	0.08	materials_02				materials_02_normal			2   2   2	0.5	15.0	50	5000	scrape_dusty			0	0.01	0.3	0	0	1	0.04	materials_06				materials_07_normal			4   1	2	0
1801	5.0	30.0	1000	30000	bang_dusty			0	0.35	0.62	0	0	1	0.08	materials_02				materials_02_normal			2   2   3	0.5	15.0	50	5000	scrape_dusty			0	0.01	0.3	0	0	1	0.04	materials_06				materials_07_normal			4   1	3	0

# (19) CARDBOARD VS																																																					
1901	5.0	30.0	1000	30000	bang_dusty			0	0.2	0.8	0	0	1	0.1	materials_03				materials_03_normal			2   2	3	4.0	25.0	20.0	600.0	scrape_dusty			0	0.01	0.3	0	0	1	0.05	materials_05				materials_05_normal			4   1	3	0
																																																					
# (20) PAPER VS																																																						
2001	5.0	30.0	1000	30000	bang_dusty			0	0.2	0.8	0	0	1	0.05	materials_03				materials_03_normal			2   2	3	2.0	15.0	10	500.0	scrape_dusty			0	0.01	0.3	0	0	0	0.00	materials_05				materials_05_normal			4   1	3	0
																																																				
# (21) MATTRESS_FOAM VS																																																			
2101	5.0	30.0	1000	30000	bang_dusty			0	0.1	0.5	0	0	1	0.12	sheet_05				sheet_05_normal				2   2	0	4.0	25.0	20.0	600.0	scrape_dusty			0	0.01	0.3	0	0	1	0.05	materials_05				materials_05_normal			4   1	2	0
																																																					
# (22) PILLOW_FEATHERS VS																																																				
2201	5.0	30.0	1000	30000	bang_dusty			0	0.0	1.0	0	0	0	0.0	-					-					1   1	0	2.0	15.0	10	500.0	scrape_dusty			0	0.01	0.3	0	0	0	0.00	materials_05				materials_05_normal			4   1	2	0
																																																					
																																																					
######################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#																																																					
#	BANGFX																							SCRAPEFX																														
# ID	VELOCITY_THRESH	IMPETUS_THRESH				COLN	BANGTEX_SIZE	  SPECULAR  	  PARALLAX   											TEXTURE INFO	VELOCITY_THRESH	IMPETUS_THRESH					COLN	SCRAPETX_SIZE	 SPECULAR  	  PARALLAX   											TEXTURE INFO	
#	MIN	MAX	MIN	MAX	BANG_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	BANG_DIFFUSE				BANG_NORMAL				ROW COL ID	MIN	MAX	MIN	MAX	SCRAPE_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	SCRAPE_DIFFUSE				SCRAPE_NORMAL				ROW COL ID	WASHABLE
#																																																							
######################################################################################################################################################################################################################################################################################################################################################################################################################################################################
																																																					
# (23) GRASS VS																																																						
2301	0.7	30.0	200	30000	bang_grass			0	0.5	2.7	0	0	1	0.07	materials_01				materials_01_normal			2   2	2	1.0	15.0	10	500	scrape_grass			0	0.01	0.3	0	0	1	0.06	materials_04				materials_04_normal			4   1	2	0																									
																																																				
# (25,26,27) TREE_BARK VS																																																		
2501	5.0	30.0	1000	30000	bang_wood			2	0.1	1.0	0	0	1	0.1	materials_02				materials_02_normal			2   2	0	2.0	15.0	10	500	scrape_wood			0	0.01	0.3	0	0	1	0.05	materials_05				materials_05_normal			4   1	0	0
2501	5.0	30.0	1000	30000	bang_wood			2	0.1	1.0	0	0	1	0.1	materials_02				materials_02_normal			2   2	1	2.0	15.0	10	500	scrape_wood			0	0.01	0.3	0	0	1	0.05	materials_05				materials_05_normal			4   1	1	0
																																																					
# (24,29) LEAVES_PILE VS																																																					
2901	1.5	14.0	200	15000	bang_leaves			0	0.0	1.0	0	0	0	0.0	-					-					1   1	0	0.8	9.0	10	250	scrape_leaves			0	0.01	0.3	0	0	0	0.00	-					-					4   1	0	0
																																																					
# (30,31) GLASS VS																																																						
3001	3.0	22.0	800	22000	bang_glass			2	0.6	2.4	0	0	1	0.03	materials_10				materials_10_normal			2   2	0	2.0	12.0	100	500	-				0	0.01	0.3	0	0	0	0.0	-					-					4   1	0	0
3001	3.0	22.0	800	22000	bang_glass			2	0.6	2.4	0	0	1	0.03	materials_10				materials_10_normal			2   2	1	2.0	12.0	100	500	-				0	0.01	0.3	0	0	0	0.0	-					-					4   1	0	0
																																																				
# (32) PED/BLOOD FX																																																				
0132	2.0	15.0	250	19000	bang_blood			0	0.8	2.5	1000	.2	0	0.0	blood_01				blood_01_normal				2   2	0	2.0	13.0	90	15000	scrape_blood			0	0.3	1.1	1000	.2	0	0.00	materials_09				flat_normal_8x8				2   1	0	1																									
0132	2.0	15.0	250	19000	bang_blood			0	0.8	2.5	1000	.2	0	0.0	blood_01				blood_01_normal				2   2	3	2.0	13.0	90	15000	scrape_blood			0	0.3	1.1	1000	.2	0	0.00	materials_09				flat_normal_8x8				2   1	1	1																									
																																																					
3332	2.0	15.0	250	19000	bang_blood			0	1.0	3.2	1000	.2	0	0.0	blood_01				blood_01_normal				2   2	3	2.0	12.0	90	15000	scrape_blood			0	0.4	1.3	1000	.2	0	0.00	materials_09				flat_normal_8x8				2   1	0	1																									
3332	2.0	15.0	250	19000	bang_blood			0	1.0	3.2	1000	.2	0	0.0	blood_01				blood_01_normal				2   2	0	2.0	12.0	90	15000	scrape_blood			0	0.4	1.3	1000	.2	0	0.00	materials_09				flat_normal_8x8				2   1	1	1																									
																																																				
																																																							
######################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#																																																					
#	BANGFX																							SCRAPEFX																														
# ID	VELOCITY_THRESH	IMPETUS_THRESH				COLN	BANGTEX_SIZE	  SPECULAR  	  PARALLAX   											TEXTURE INFO	VELOCITY_THRESH	IMPETUS_THRESH					COLN	SCRAPETX_SIZE	 SPECULAR  	  PARALLAX   											TEXTURE INFO	
#	MIN	MAX	MIN	MAX	BANG_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	BANG_DIFFUSE				BANG_NORMAL				ROW COL ID	MIN	MAX	MIN	MAX	SCRAPE_FX			TYPE	MIN	MAX	FALLOFF	INT	STEEP	SCALE	SCRAPE_DIFFUSE				SCRAPE_NORMAL				ROW COL ID	WASHABLE
#																																																							
######################################################################################################################################################################################################################################################################################################################################################################################################################################################################
																																																					
# (11,33) CAR_METAL																																																			
																																																					
# VS CONCRETE																																																																																									
3301	4.5	35.0	1800	35000	bang_carmetal		2	0.2	0.4	0	0	1	0.1	materials_03				materials_03_normal			2   2	0	2.0	25.0	60	1000	scrape_carmetal			2	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	0	0
3301	4.5	35.0	1800	35000	bang_carmetal		2	0.3	0.5	0	0	1	0.1	materials_03				materials_03_normal			2   2	1	2.0	25.0	60	1000	scrape_carmetal			2	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	1	0
3301	4.5	35.0	1800	35000	bang_carmetal		2	0.3	0.55	0	0	1	0.1	materials_03				materials_03_normal			2   2	2	2.0	25.0	60	1000	scrape_carmetal			2	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	2	0
3301	4.5	35.0	1800	35000	bang_carmetal		2	0.3	0.4	0	0	1	0.1	materials_03				materials_03_normal			2   2	0	2.0	25.0	60	1000	scrape_carmetal			2	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	3	0
																																																					
# VS CARMETAL																																																				
3333	3.5	30.0	1500	35000	bang_carmetal		2	0.2	0.4	0	0	1	0.1	materials_03				materials_03_normal			2   2	0	1.8	25.0	50	1000	scrape_carmetal			2	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	0	0
3333	3.5	30.0	1500	35000	bang_carmetal		2	0.3	0.5	0	0	1	0.1	materials_03				materials_03_normal			2   2	1	1.8	25.0	50	1000	scrape_carmetal			2	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	1	0
3333	3.5	30.0	1500	35000	bang_carmetal		2	0.3	0.55	0	0	1	0.1	materials_03				materials_03_normal			2   2	2	1.8	25.0	50	1000	scrape_carmetal			2	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	2	0
3333	3.5	30.0	1500	35000	bang_carmetal		2	0.2	0.4	0	0	1	0.1	materials_03				materials_03_normal			2   2	0	1.8	25.0	50	1000	scrape_carmetal			2	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	3	0
																																																			
# BANG PTFX, BANG DECALS, SCRAPE DECALS - NO SCRAPE SPARKS!																																																			
3399	4.5	35.0	1800	35000	bang_carmetal		2	0.2	0.4	0	0	1	0.1	materials_03				materials_03_normal			2   2	0	1.5	25.0	50	1000	-				0	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	0	0
3399	4.5	35.0	1800	35000	bang_carmetal		2	0.3	0.5	0	0	1	0.1	materials_03				materials_03_normal			2   2	1	1.5	25.0	50	1000	-				0	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	1	0
3399	4.5	35.0	1800	35000	bang_carmetal		2	0.3	0.55	0	0	1	0.1	materials_03				materials_03_normal			2   2	2	1.5	25.0	50	1000	-				0	0.05	0.2	0	0	1	0.04	materials_07				materials_07_normal			4   1	2	0
