PILLOW_FEATHERS	-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0	footprints_02		footprints_02_normal	footprints_02		footprints_02_normal		0	0	0	0.0	0.17	0.17	0.8	-			0.3		    ped_foot_water		
GRASS			footprints_01	footprints_01_normal	footprints_01		footprints_01_normal		1   2	0   1	0	0	1	0.1	0.24	0.24	footprints_03		footprints_01_normal	footprints_03		footprints_01_normal		0	0	1	0.15	0.24	0.24	0.8	-			0.3		    ped_foot_water		
																																												
BUSHES		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	ped_foot_leaves	0.3		    ped_foot_leaves		
TREE_BARK_DARK	-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0	footprints_02		footprints_02_normal	footprints_02		footprints_02_normal		0	0	0	0.0	0.17	0.17	0.8	-			0.3		    ped_foot_water		
TREE_BARK_MEDIUM	-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0	footprints_02		footprints_02_normal	footprints_02		footprints_02_normal		0	0	0	0.0	0.17	0.17	0.8	-			0.3		    ped_foot_water		
TREE_BARK_LIGHT	-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0	footprints_02		footprints_02_normal	footprints_02		footprints_02_normal		0	0	0	0.0	0.17	0.17	0.8	-			0.3		    ped_foot_water		
																																												
FLOWERS		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	ped_foot_mud_soft	0.3		    ped_foot_mud_soft	
LEAVES_PILE		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	ped_foot_leaves	0.3		    ped_foot_leaves		
GLASS			-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0	footprints_02		footprints_02_normal	footprints_02		footprints_02_normal		0	0	0	0.0	0.17	0.17	0.8	-			0.3		    ped_foot_water		
WINDSCREEN		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0	footprints_02		footprints_02_normal	footprints_02		footprints_02_normal		0	0	0	0.0	0.17	0.17	0.8	-			0.3		    ped_foot_water		
																																												
CAR_METAL		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0	footprints_02		footprints_02_normal	footprints_02		footprints_02_normal		0	0	0	0.0	0.17	0.17	0.8	-			0.3		    ped_foot_water		
CAR_PLASTIC		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0	footprints_02		footprints_02_normal	footprints_02		footprints_02_normal		0	0	0	0.0	0.17	0.17	0.8	-			0.3		    ped_foot_water		
WATER			-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	-			0.99		    -			
GENERIC		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	-			0.3		    ped_foot_water		
																																												
PED_HEAD		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	-			0.99		    -			
PED_TORSO		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	-			0.99		    -			
PED_LIMB		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	-			0.99		    -			
PED_FOOT		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	-			0.99		    -			
																																												
TVSCREEN		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	-			0.3		    ped_foot_water		
VIDEOWALL		-				-				-				-				1   2	0   1	0	0	0	0.0	0.0	0.0		-				-				-				-				0	0	0	0.0	0.0	0.0	0.8	-			0.3		    ped_foot_water		
																																																		
																															
																																		
																																		
PEDFX_INFO_END

