-786.0 508.0 0.0 0.0 0.0 1.0 0.98763   -966.0 508.0 0.0 0.0 0.0 1.0 0.96348   -786.0 766.0 0.0 0.0 0.0 1.0 1.0   -966.0 766.0 0.0 0.0 0.0 1.0 0.99544 5 1.0
-632.0 766.0 0.0004 0.0 0.0 1.0 0.99644   -844.0 766.0 0.0004 0.0 0.0 1.0 0.99544   -632.0 798.0 0.0004 0.0 0.0 1.0 1.0   -844.0 798.0 0.0004 0.0 0.0 1.0 1.0 5 1.0
-1414.0 1476.0 24.4097 0.0 0.0 1.0 1.0   -1434.0 1476.0 24.4097 0.0 0.0 1.0 1.0   -1414.0 1508.0 24.4097 0.0 0.0 1.0 1.0   -1434.0 1508.0 24.4097 0.0 0.0 1.0 1.0 13 0.0
-1318.0 1498.0 18.6081 0.0 0.0 1.0 1.0   -1338.0 1498.0 18.6081 0.0 0.0 1.0 1.0   -1318.0 1534.0 18.6081 0.0 0.0 1.0 1.0   -1338.0 1534.0 18.6081 0.0 0.0 1.0 1.0 13 0.0
-1400.0 1560.0 0.0 0.0 0.0 1.0 0.68828   -1600.0 1560.0 0.0 0.0 0.0 1.0 1.0   -1400.0 1800.0 0.0 0.0 0.0 1.0 0.51183   -1600.0 1800.0 0.0 0.0 0.0 1.0 0.83299 5 1.0
-1444.0 1400.0 0.0 0.0 0.0 1.0 0.80591   -1600.0 1400.0 0.0 0.0 0.0 1.0 0.97089   -1444.0 1560.0 0.0 0.0 0.0 1.0 0.68828   -1600.0 1560.0 0.0 0.0 0.0 1.0 0.90025 5 1.0
-1500.0 1136.0 0.0 0.0 0.0 1.0 1.0   -1600.0 1136.0 0.0 0.0 0.0 1.0 1.0   -1500.0 1400.0 0.0 0.0 0.0 1.0 0.805   -1600.0 1400.0 0.0 0.0 0.0 1.0 1.0 5 1.0
-152.0 -440.0 14.2621 0.0 0.0 0.0 0.0   -160.0 -440.0 14.2621 0.0 0.0 0.0 0.0   -152.0 -432.0 14.2621 0.0 0.0 0.0 0.0   -160.0 -432.0 14.2621 0.0 0.0 0.0 0.0 13 0.0
112.0 1524.0 -0.0001 0.0 0.0 1.0 1.0   -20.0 1524.0 -0.0001 0.0 0.0 1.0 0.957   112.0 1652.0 -0.0001 0.0 0.0 1.0 0.972   -20.0 1652.0 -0.0001 0.0 0.0 1.0 0.944 5 1.0
400.0 1204.0 -0.0001 0.0 0.0 1.0 1.0   140.0 1204.0 -0.0001 0.0 0.0 1.0 1.0   400.0 1304.0 -0.0001 0.0 0.0 1.0 1.0   140.0 1304.0 -0.0001 0.0 0.0 1.0 1.0 5 1.0
1800.0 100.0 0.0 0.0 0.0 1.0 1.0   1600.0 100.0 0.0 0.0 0.0 1.0 1.0   1800.0 200.0 0.0 0.0 0.0 1.0 1.0   1600.0 200.0 0.0 0.0 0.0 1.0 1.0 5 1.0
-112.0 980.0 4.0 0.0 0.0 1.0 1.0   -232.0 980.0 4.0 0.0 0.0 1.0 1.0   -112.0 1116.0 4.0 0.0 0.0 1.0 1.0   -232.0 1116.0 4.0 0.0 0.0 1.0 1.0 13 0.025
-194.0 892.0 4.0 0.0 0.0 1.0 1.0   -238.0 892.0 4.0 0.0 0.0 1.0 1.0   -194.0 980.0 4.0 0.0 0.0 1.0 1.0   -238.0 980.0 4.0 0.0 0.0 1.0 1.0 13 0.025
-190.0 788.0 4.0 0.0 0.0 1.0 1.0   -282.0 788.0 4.0 0.0 0.0 1.0 1.0   -190.0 892.0 4.0 0.0 0.0 1.0 1.0   -282.0 892.0 4.0 0.0 0.0 1.0 1.0 13 0.025
-222.0 752.0 6.0 0.0 0.0 1.0 1.0   -250.0 752.0 6.0 0.0 0.0 1.0 1.0   -222.0 784.0 6.0 0.0 0.0 1.0 1.0   -250.0 784.0 6.0 0.0 0.0 1.0 1.0 13 0.0
700.0 -800.0 0.0 0.0 0.0 1.0 1.0   600.0 -800.0 0.0 0.0 0.0 1.0 1.0   700.0 0.0 0.0 0.0 0.0 1.0 1.0   600.0 0.0 0.0 0.0 0.0 1.0 1.0 5 1.0
760.0 -600.0 0.0 0.0 0.0 1.0 1.0   700.0 -600.0 0.0 0.0 0.0 1.0 1.0   760.0 -360.0 0.0 0.0 0.0 1.0 1.0   700.0 -360.0 0.0 0.0 0.0 1.0 1.0 5 1.0
720.0 -320.0 0.0 0.0 0.0 1.0 1.0   700.0 -320.0 0.0 0.0 0.0 1.0 1.0   720.0 -280.0 0.0 0.0 0.0 1.0 1.0   700.0 -280.0 0.0 0.0 0.0 1.0 1.0 5 1.0
740.0 -280.0 0.0 0.0 0.0 1.0 1.0   700.0 -280.0 0.0 0.0 0.0 1.0 1.0   740.0 -240.0 0.0 0.0 0.0 1.0 1.0   700.0 -240.0 0.0 0.0 0.0 1.0 1.0 5 1.0
760.0 -240.0 0.0 0.0 0.0 1.0 1.0   700.0 -240.0 0.0 0.0 0.0 1.0 1.0   760.0 -200.0 0.0 0.0 0.0 1.0 1.0   700.0 -200.0 0.0 0.0 0.0 1.0 1.0 5 1.0
780.0 -200.0 0.0 0.0 0.0 1.0 1.0   700.0 -200.0 0.0 0.0 0.0 1.0 1.0   780.0 -160.0 0.0 0.0 0.0 1.0 1.0   700.0 -160.0 0.0 0.0 0.0 1.0 1.0 5 1.0
740.0 -160.0 0.0 0.0 0.0 1.0 1.0   700.0 -160.0 0.0 0.0 0.0 1.0 1.0   740.0 -140.0 0.0 0.0 0.0 1.0 1.0   700.0 -140.0 0.0 0.0 0.0 1.0 1.0 5 1.0
720.0 -140.0 0.0 0.0 0.0 1.0 1.0   700.0 -140.0 0.0 0.0 0.0 1.0 1.0   720.0 0.0 0.0 0.0 0.0 1.0 1.0   700.0 0.0 0.0 0.0 0.0 1.0 1.0 5 1.0
740.0 -130.0 0.0 0.0 0.0 1.0 1.0   720.0 -130.0 0.0 0.0 0.0 1.0 1.0   740.0 -70.0 0.0 0.0 0.0 1.0 1.0   720.0 -70.0 0.0 0.0 0.0 1.0 1.0 5 1.0
760.0 -40.0 0.0 0.0 0.0 1.0 1.0   720.0 -40.0 0.0 0.0 0.0 1.0 1.0   760.0 -1.90735e-006 0.0 0.0 0.0 1.0 1.0   720.0 1.90735e-006 0.0 0.0 0.0 1.0 1.0 5 1.0
800.0 -600.0 0.0 0.0 0.0 1.0 1.0   760.0 -600.0 0.0 0.0 0.0 1.0 1.0   800.0 -520.0 0.0 0.0 0.0 1.0 1.0   760.0 -520.0 0.0 0.0 0.0 1.0 1.0 5 1.0
740.0 310.0 0.0001 0.0 0.0 1.0 1.0   532.0 310.0 0.0001 0.0 0.0 1.0 1.0   740.0 378.0 0.0001 0.0 0.0 1.0 1.0   532.0 378.0 0.0001 0.0 0.0 1.0 1.0 5 1.0
680.0 -3.8147e-006 0.0 0.0 0.0 1.0 1.0   600.0 3.8147e-006 0.0 0.0 0.0 1.0 1.0   680.0 36.0 0.0 0.0 0.0 1.0 1.0   600.0 36.0 0.0 0.0 0.0 1.0 1.0 5 1.0
720.0 10.0 0.0 0.0 0.0 1.0 1.0   680.0 10.0 0.0 0.0 0.0 1.0 1.0   720.0 50.0 0.0 0.0 0.0 1.0 1.0   680.0 50.0 0.0 0.0 0.0 1.0 1.0 5 1.0
740.0 20.0 0.0 0.0 0.0 1.0 1.0   720.0 20.0 0.0 0.0 0.0 1.0 1.0   740.0 60.0 0.0 0.0 0.0 1.0 1.0   720.0 60.0 0.0 0.0 0.0 1.0 1.0 5 1.0
770.0 310.0 0.0 0.0 0.0 1.0 1.0   740.0 310.0 0.0 0.0 0.0 1.0 1.0   770.0 350.0 0.0 0.0 0.0 1.0 1.0   740.0 350.0 0.0 0.0 0.0 1.0 1.0 5 1.0
780.0 350.0 0.0 0.0 0.0 1.0 1.0   740.0 350.0 0.0 0.0 0.0 1.0 1.0   780.0 370.0 0.0 0.0 0.0 1.0 1.0   740.0 370.0 0.0 0.0 0.0 1.0 1.0 5 1.0
770.0 370.0 0.0 0.0 0.0 1.0 1.0   740.0 370.0 0.0 0.0 0.0 1.0 1.0   770.0 410.0 0.0 0.0 0.0 1.0 1.0   740.0 410.0 0.0 0.0 0.0 1.0 1.0 5 1.0
780.0 410.0 0.0 0.0 0.0 1.0 1.0   740.0 410.0 0.0 0.0 0.0 1.0 1.0   780.0 480.0 0.0 0.0 0.0 1.0 1.0   740.0 480.0 0.0 0.0 0.0 1.0 1.0 5 1.0
790.0 390.0 0.0 0.0 0.0 1.0 1.0   770.0 390.0 0.0 0.0 0.0 1.0 1.0   790.0 410.0 0.0 0.0 0.0 1.0 1.0   770.0 410.0 0.0 0.0 0.0 1.0 1.0 5 1.0
840.0 460.0 0.0 0.0 0.0 1.0 1.0   780.0 460.0 0.0 0.0 0.0 1.0 1.0   840.0 480.0 0.0 0.0 0.0 1.0 1.0   780.0 480.0 0.0 0.0 0.0 1.0 1.0 5 1.0
800.0 460.0 0.0 0.0 0.0 1.0 1.0   780.0 460.0 0.0 0.0 0.0 1.0 1.0   800.0 480.0 0.0 0.0 0.0 1.0 1.0   780.0 480.0 0.0 0.0 0.0 1.0 1.0 9 0.0
740.0 34.0 -0.0001 0.0 0.0 1.0 1.0   520.0 34.0 -0.0001 0.0 0.0 1.0 1.0   740.0 210.0 -0.0001 0.0 0.0 1.0 1.0   520.0 210.0 -0.0001 0.0 0.0 1.0 1.0 5 1.0
800.0 480.0 0.0 0.0 0.0 1.0 1.0   740.0 480.0 0.0 0.0 0.0 1.0 1.0   800.0 620.0 0.0 0.0 0.0 1.0 1.0   740.0 620.0 0.0 0.0 0.0 1.0 1.0 5 1.0
820.0 560.0 0.0 0.0 0.0 1.0 1.0   800.0 560.0 0.0 0.0 0.0 1.0 1.0   820.0 600.0 0.0 0.0 0.0 1.0 1.0   800.0 600.0 0.0 0.0 0.0 1.0 1.0 5 1.0
1600.0 1600.0 0.0 0.0 0.0 1.0 0.81294   1500.0 1600.0 0.0 0.0 0.0 1.0 0.71942   1600.0 1800.0 0.0 0.0 0.0 1.0 0.79882   1500.0 1800.0 0.0 0.0 0.0 1.0 0.59764 5 1.0
1100.0 1976.0 0.0 0.0 0.0 1.0 1.0   1020.0 1976.0 0.0 0.0 0.0 1.0 1.0   1100.0 2000.0 0.0 0.0 0.0 1.0 0.779   1020.0 2000.0 0.0 0.0 0.0 1.0 0.737 9 0.1
1500.0 -400.0 0.0 0.0 0.0 1.0 1.0   1400.0 -400.0 0.0 0.0 0.0 1.0 0.8913   1500.0 -200.0 0.0 0.0 0.0 1.0 1.0   1400.0 -200.0 0.0 0.0 0.0 1.0 0.93478 5 1.0
1500.0 1600.0 0.0 0.0 0.0 1.0 0.85971   1450.0 1600.0 0.0 0.0 0.0 1.0 0.81294   1500.0 1700.0 0.0 0.0 0.0 1.0 1.0   1450.0 1700.0 0.0 0.0 0.0 1.0 0.80588 5 1.0
-848.0 1908.0 0.0 0.0 0.0 1.0 0.709   -1296.0 1908.0 0.0 0.0 0.0 1.0 0.694   -848.0 2000.0 0.0 0.0 0.0 1.0 0.461   -1296.0 2000.0 0.0 0.0 0.0 1.0 0.603 5 1.0
-1024.0 1840.0 0.0 0.0 0.0 1.0 1.0   -1196.0 1840.0 0.0 0.0 0.0 1.0 1.0   -1024.0 1908.0 0.0 0.0 0.0 1.0 0.70592   -1196.0 1908.0 0.0 0.0 0.0 1.0 0.70042 5 1.0
-848.0 1820.0 0.0 0.0 0.0 1.0 1.0   -908.0 1820.0 0.0 0.0 0.0 1.0 0.781   -848.0 1908.0 0.0 0.0 0.0 1.0 0.696   -908.0 1908.0 0.0 0.0 0.0 1.0 0.694 5 1.0
400.0 -800.0 0.0 0.0 0.0 1.0 1.0   800.0 -800.0 0.0 0.0 0.0 1.0 0.78199   400.0 -1600.0 0.0 0.0 0.0 1.0 0.69671   800.0 -1600.0 0.0 0.0 0.0 1.0 0.69479 5 1.0
268.0 2000.0 0.0 0.0 0.0 0.0 0.0   300.0 2000.0 0.0 0.0 0.0 0.0 0.0   268.0 1888.0 0.0 0.0 0.0 0.0 0.0   300.0 1888.0 0.0 0.0 0.0 0.0 0.0 9 0.0
300.0 2080.0 0.0 0.0 0.0 0.0 0.0   400.0 2080.0 0.0 0.0 0.0 0.0 0.0   300.0 2000.0 0.0 0.0 0.0 0.0 0.0   400.0 2000.0 0.0 0.0 0.0 0.0 0.0 9 0.1
414.0 2136.0 0.0 0.0 0.0 0.0 0.0   600.0 2136.0 0.0 0.0 0.0 0.0 0.0   414.0 2040.0 0.0 0.0 0.0 0.0 0.0   600.0 2040.0 0.0 0.0 0.0 0.0 0.0 9 0.1
300.0 2056.0 0.0 0.0 0.0 0.0 0.0   372.0 2056.0 0.0 0.0 0.0 0.0 0.0   300.0 2000.0 0.0 0.0 0.0 0.0 0.0   372.0 2000.0 0.0 0.0 0.0 0.0 0.0 9 0.0
600.0 2128.0 0.0 0.0 0.0 0.0 0.0   1500.0 2128.0 0.0 0.0 0.0 0.0 0.0   600.0 2000.0 0.0 0.0 0.0 0.0 0.0   1500.0 2000.0 0.0 0.0 0.0 0.0 0.0 9 0.1
300.0 2000.0 0.0 0.0 0.0 0.0 0.0   324.0 2000.0 0.0 0.0 0.0 0.0 0.0   300.0 1920.0 0.0 0.0 0.0 0.0 0.0   324.0 1920.0 0.0 0.0 0.0 0.0 0.0 9 0.0
380.0 1400.0 0.0 0.0 0.0 0.0 0.0   400.0 1400.0 0.0 0.0 0.0 0.0 0.0   380.0 1204.0 0.0 0.0 0.0 0.0 0.0   400.0 1204.0 0.0 0.0 0.0 0.0 0.0 9 0.0
400.0 1260.0 0.0 0.0 0.0 0.0 0.0   400.0 1260.0 0.0 0.0 0.0 0.0 0.0   400.0 1260.0 0.0 0.0 0.0 0.0 0.0   400.0 1260.0 0.0 0.0 0.0 0.0 0.0 5 0.0
756.0 1144.0 0.0 0.0 0.0 0.0 0.0   800.0 1144.0 0.0 0.0 0.0 0.0 0.0   756.0 620.0 0.0 0.0 0.0 0.0 0.0   800.0 620.0 0.0 0.0 0.0 0.0 0.0 9 0.1
-776.0 1078.0 0.0003 0.0 0.0 0.0 0.0   -688.0 1078.0 0.0003 0.0 0.0 0.0 0.0   -776.0 878.0 0.0003 0.0 0.0 0.0 0.0   -688.0 878.0 0.0003 0.0 0.0 0.0 0.0 5 0.0
-776.0 878.0 0.0003 0.0 0.0 0.0 0.0   -648.0 878.0 0.0003 0.0 0.0 0.0 0.0   -776.0 798.0 0.0003 0.0 0.0 0.0 0.0   -648.0 798.0 0.0003 0.0 0.0 0.0 0.0 5 0.0
-800.0 -316.0 -0.0001 0.0 0.0 0.0 0.0   -604.0 -316.0 -0.0001 0.0 0.0 0.0 0.0   -800.0 -408.0 -0.0001 0.0 0.0 0.0 0.0   -604.0 -408.0 -0.0001 0.0 0.0 0.0 0.0 5 0.0
-504.0 -8.0 0.0 0.0 0.0 0.0 0.0   -504.0 -8.0 0.0 0.0 0.0 0.0 0.0   -504.0 -8.0 0.0 0.0 0.0 0.0 0.0   -504.0 -8.0 0.0 0.0 0.0 0.0 0.0 5 0.0
2452.0 800.0 0.0 0.0 0.0 0.0 0.0   2800.0 800.0 0.0 0.0 0.0 0.0 0.0   2452.0 756.0 0.0 0.0 0.0 0.0 0.0   2800.0 756.0 0.0 0.0 0.0 0.0 0.0 5 0.0
2712.0 308.0 -0.0001 0.0 0.0 0.0 0.0   2800.0 308.0 -0.0001 0.0 0.0 0.0 0.0   2712.0 -6.10352e-005 -0.0001 0.0 0.0 0.0 0.0   2800.0 -6.10352e-005 -0.0001 0.0 0.0 0.0 0.0 5 0.0
-400.0 -920.0 -0.0002 0.0 0.0 0.0 0.0   -172.0 -920.0 -0.0002 0.0 0.0 0.0 0.0   -400.0 -952.0 -0.0002 0.0 0.0 0.0 0.0   -172.0 -952.0 -0.0002 0.0 0.0 0.0 0.0 5 0.0
-166.0 -902.0 2.82735 0.0 0.0 0.0 0.0   -138.0 -902.0 2.82735 0.0 0.0 0.0 0.0   -166.0 -930.0 2.82735 0.0 0.0 0.0 0.0   -138.0 -930.0 2.82735 0.0 0.0 0.0 0.0 13 0.0
-594.0 -318.0 2.51039 0.0 0.0 0.0 0.0   -566.0 -318.0 2.51039 0.0 0.0 0.0 0.0   -594.0 -346.0 2.51039 0.0 0.0 0.0 0.0   -566.0 -346.0 2.51039 0.0 0.0 0.0 0.0 13 0.0
-340.0 -800.0 0.0 0.0 0.0 0.0 0.0   -516.0 -800.0 0.0 0.0 0.0 0.0 0.0   -340.0 -472.0 0.0 0.0 0.0 0.0 0.0   -516.0 -472.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-1314.0 1692.0 29.0981 0.0 0.0 0.0 0.0   -1286.0 1692.0 29.0981 0.0 0.0 0.0 0.0   -1314.0 1676.0 29.0981 0.0 0.0 0.0 0.0   -1286.0 1676.0 29.0981 0.0 0.0 0.0 0.0 13 0.0
-1202.0 1892.0 0.0 0.0 0.0 0.0 0.0   -1022.0 1892.0 0.0 0.0 0.0 0.0 0.0   -1202.0 1836.0 0.0 0.0 0.0 0.0 0.0   -1022.0 1836.0 0.0 0.0 0.0 0.0 0.0 9 0.2
-1106.0 1972.0 0.0 0.0 0.0 0.0 0.0   -1022.0 1972.0 0.0 0.0 0.0 0.0 0.0   -1106.0 1892.0 0.0 0.0 0.0 0.0 0.0   -1022.0 1892.0 0.0 0.0 0.0 0.0 0.0 9 0.2
-1022.0 1972.0 0.0 0.0 0.0 0.0 0.0   -862.0 1972.0 0.0 0.0 0.0 0.0 0.0   -1022.0 1820.0 0.0 0.0 0.0 0.0 0.0   -862.0 1820.0 0.0 0.0 0.0 0.0 0.0 9 0.1
-862.0 2008.0 0.0 0.0 0.0 0.0 0.0   -778.0 2008.0 0.0 0.0 0.0 0.0 0.0   -862.0 1600.0 0.0 0.0 0.0 0.0 0.0   -778.0 1600.0 0.0 0.0 0.0 0.0 0.0 9 0.2
-776.0 1838.0 0.0004 0.0 0.0 0.0 0.0   -696.0 1838.0 0.0004 0.0 0.0 0.0 0.0   -776.0 1198.0 0.0004 0.0 0.0 0.0 0.0   -696.0 1198.0 0.0004 0.0 0.0 0.0 0.0 9 0.2
-812.0 1598.0 0.0004 0.0 0.0 0.0 0.0   -776.0 1598.0 0.0004 0.0 0.0 0.0 0.0   -812.0 1198.0 0.0004 0.0 0.0 0.0 0.0   -776.0 1198.0 0.0004 0.0 0.0 0.0 0.0 13 0.0
-1074.0 2020.0 0.0 0.0 0.0 0.0 0.0   -862.0 2020.0 0.0 0.0 0.0 0.0 0.0   -1074.0 1972.0 0.0 0.0 0.0 0.0 0.0   -862.0 1972.0 0.0 0.0 0.0 0.0 0.0 9 0.2
-1298.0 1940.0 0.0 0.0 0.0 0.0 0.0   -1106.0 1940.0 0.0 0.0 0.0 0.0 0.0   -1298.0 1892.0 0.0 0.0 0.0 0.0 0.0   -1106.0 1892.0 0.0 0.0 0.0 0.0 0.0 9 0.5
-1344.0 1938.0 0.0 0.0 0.0 0.0 0.0   -1296.0 1938.0 0.0 0.0 0.0 0.0 0.0   -1344.0 1798.0 0.0 0.0 0.0 0.0 0.0   -1296.0 1798.0 0.0 0.0 0.0 0.0 0.0 9 0.6
-1562.0 1402.0 0.0 0.0 0.0 0.0 0.0   -1494.0 1402.0 0.0 0.0 0.0 0.0 0.0   -1562.0 1134.0 0.0 0.0 0.0 0.0 0.0   -1494.0 1134.0 0.0 0.0 0.0 0.0 0.0 9 0.2
-1614.0 1402.0 0.0 0.0 0.0 0.0 0.0   -1562.0 1402.0 0.0 0.0 0.0 0.0 0.0   -1614.0 1126.0 0.0 0.0 0.0 0.0 0.0   -1562.0 1126.0 0.0 0.0 0.0 0.0 0.0 9 0.6
-1616.0 1454.0 0.0 0.0 0.0 0.0 0.0   -1464.0 1454.0 0.0 0.0 0.0 0.0 0.0   -1616.0 1402.0 0.0 0.0 0.0 0.0 0.0   -1464.0 1402.0 0.0 0.0 0.0 0.0 0.0 9 0.6
-800.0 -464.0 0.0 0.0 0.0 0.0 0.0   -880.0 -464.0 0.0 0.0 0.0 0.0 0.0   -800.0 -284.0 0.0 0.0 0.0 0.0 0.0   -880.0 -284.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-800.0 -518.0 0.0 0.0 0.0 0.0 0.0   -934.0 -518.0 0.0 0.0 0.0 0.0 0.0   -800.0 -464.0 0.0 0.0 0.0 0.0 0.0   -934.0 -464.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-800.0 -614.0 0.0 0.0 0.0 0.0 0.0   -982.0 -614.0 0.0 0.0 0.0 0.0 0.0   -800.0 -518.0 0.0 0.0 0.0 0.0 0.0   -982.0 -518.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-1144.0 -800.0 0.0 0.0 0.0 0.0 0.0   -1304.0 -800.0 0.0 0.0 0.0 0.0 0.0   -1144.0 -708.0 0.0 0.0 0.0 0.0 0.0   -1304.0 -708.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-1304.0 -800.0 0.0 0.0 0.0 0.0 0.0   -1780.0 -800.0 0.0 0.0 0.0 0.0 0.0   -1304.0 -672.0 0.0 0.0 0.0 0.0 0.0   -1780.0 -672.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-1780.0 -800.0 0.0 0.0 0.0 0.0 0.0   -1936.0 -800.0 0.0 0.0 0.0 0.0 0.0   -1780.0 -708.0 0.0 0.0 0.0 0.0 0.0   -1936.0 -708.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-1936.0 -800.0 0.0 0.0 0.0 0.0 0.0   -2000.0 -800.0 0.0 0.0 0.0 0.0 0.0   -1936.0 -696.0 0.0 0.0 0.0 0.0 0.0   -2000.0 -696.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-2048.0 -484.0 0.0 0.0 0.0 0.0 0.0   -2200.0 -484.0 0.0 0.0 0.0 0.0 0.0   -2048.0 -192.0 0.0 0.0 0.0 0.0 0.0   -2200.0 -192.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-2016.0 -192.0 0.0 0.0 0.0 0.0 0.0   -2200.0 -192.0 0.0 0.0 0.0 0.0 0.0   -2016.0 -112.0 0.0 0.0 0.0 0.0 0.0   -2200.0 -112.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-1884.0 -166.0 0.0 0.0 0.0 0.0 0.0   -2016.0 -166.0 0.0 0.0 0.0 0.0 0.0   -1884.0 -110.0 0.0 0.0 0.0 0.0 0.0   -2016.0 -110.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-1574.0 -222.0 0.0 0.0 0.0 0.0 0.0   -1686.0 -222.0 0.0 0.0 0.0 0.0 0.0   -1574.0 -198.0 0.0 0.0 0.0 0.0 0.0   -1686.0 -198.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-1556.0 -114.0 0.0 0.0 0.0 0.0 0.0   -1884.0 -114.0 0.0 0.0 0.0 0.0 0.0   -1556.0 -102.0 0.0 0.0 0.0 0.0 0.0   -1884.0 -102.0 0.0 0.0 0.0 0.0 0.0 5 0.0
-816.0 798.0 0.0003 0.0 0.0 0.0 0.0   -844.0 798.0 0.0003 0.0 0.0 0.0 0.0   -816.0 830.0 0.0003 0.0 0.0 0.0 0.0   -844.0 830.0 0.0003 0.0 0.0 0.0 0.0 5 0.0
-1100.0 -96.0 0.0 0.0 0.0 0.0 0.0   -1212.0 -96.0 0.0 0.0 0.0 0.0 0.0   -1100.0 -8.0 0.0 0.0 0.0 0.0 0.0   -1212.0 -8.0 0.0 0.0 0.0 0.0 0.0 5 0.0
800.0 -700.0 0.0 0.0 0.0 0.0 0.0   700.0 -700.0 0.0 0.0 0.0 0.0 0.0   800.0 -600.0 0.0 0.0 0.0 0.0 0.0   700.0 -600.0 0.0 0.0 0.0 0.0 0.0 5 0.0
740.0 -800.0 0.0 0.0 0.0 0.0 0.0   700.0 -800.0 0.0 0.0 0.0 0.0 0.0   740.0 -700.0 0.0 0.0 0.0 0.0 0.0   700.0 -700.0 0.0 0.0 0.0 0.0 0.0 5 0.0
760.0 -720.0 0.0 0.0 0.0 0.0 0.0   740.0 -720.0 0.0 0.0 0.0 0.0 0.0   760.0 -700.0 0.0 0.0 0.0 0.0 0.0   740.0 -700.0 0.0 0.0 0.0 0.0 0.0 5 0.0
760.0 -800.0 0.0 0.0 0.0 0.0 0.0   740.0 -800.0 0.0 0.0 0.0 0.0 0.0   760.0 -780.0 0.0 0.0 0.0 0.0 0.0   740.0 -780.0 0.0 0.0 0.0 0.0 0.0 5 0.0
1126.0 -646.0 12.2 0.0 0.0 0.0 0.0   1118.0 -646.0 12.2 0.0 0.0 0.0 0.0   1126.0 -638.0 12.2 0.0 0.0 0.0 0.0   1118.0 -638.0 12.2 0.0 0.0 0.0 0.0 13 0.0
840.0 -690.0 0.0 0.0 0.0 0.0 0.0   800.0 -690.0 0.0 0.0 0.0 0.0 0.0   840.0 -590.0 0.0 0.0 0.0 0.0 0.0   800.0 -590.0 0.0 0.0 0.0 0.0 0.0 5 0.0
908.0 1500.0 0.0 0.0 0.0 0.0 0.0   884.0 1500.0 0.0 0.0 0.0 0.0 0.0   908.0 1550.0 0.0 0.0 0.0 0.0 0.0   884.0 1550.0 0.0 0.0 0.0 0.0 0.0 5 0.0
884.0 1500.0 0.0 0.0 0.0 0.0 0.0   860.0 1500.0 0.0 0.0 0.0 0.0 0.0   884.0 1550.0 0.0 0.0 0.0 0.0 0.0   860.0 1550.0 0.0 0.0 0.0 0.0 0.0 5 0.0
836.0 1500.0 0.0 0.0 0.0 0.0 0.0   812.0 1500.0 0.0 0.0 0.0 0.0 0.0   836.0 1550.0 0.0 0.0 0.0 0.0 0.0   812.0 1550.0 0.0 0.0 0.0 0.0 0.0 5 0.0
860.0 1500.0 0.0 0.0 0.0 0.0 0.0   836.0 1500.0 0.0 0.0 0.0 0.0 0.0   860.0 1550.0 0.0 0.0 0.0 0.0 0.0   836.0 1550.0 0.0 0.0 0.0 0.0 0.0 5 0.0
860.0 1550.0 0.0 0.0 0.0 0.0 0.0   836.0 1550.0 0.0 0.0 0.0 0.0 0.0   860.0 1580.0 0.0 0.0 0.0 0.0 0.0   836.0 1580.0 0.0 0.0 0.0 0.0 0.0 5 0.0
836.0 1550.0 0.0 0.0 0.0 0.0 0.0   812.0 1550.0 0.0 0.0 0.0 0.0 0.0   836.0 1580.0 0.0 0.0 0.0 0.0 0.0   812.0 1580.0 0.0 0.0 0.0 0.0 0.0 5 0.0
818.0 1572.0 0.0 0.0 0.0 0.0 0.0   854.0 1572.0 0.0 0.0 0.0 0.0 0.0   818.0 1556.0 0.0 0.0 0.0 0.0 0.0   854.0 1556.0 0.0 0.0 0.0 0.0 0.0 9 0.0
812.0 1550.0 0.0 0.0 0.0 0.0 0.0   908.0 1550.0 0.0 0.0 0.0 0.0 0.0   812.0 1500.0 0.0 0.0 0.0 0.0 0.0   908.0 1500.0 0.0 0.0 0.0 0.0 0.0 9 0.05
956.0 1500.0 0.0 0.0 0.0 0.0 0.0   932.0 1500.0 0.0 0.0 0.0 0.0 0.0   956.0 1550.0 0.0 0.0 0.0 0.0 0.0   932.0 1550.0 0.0 0.0 0.0 0.0 0.0 5 0.0
468.0 620.0 0.0 0.0 0.0 0.0 0.0   400.0 620.0 0.0 0.0 0.0 0.0 0.0   468.0 836.0 0.0 0.0 0.0 0.0 0.0   400.0 836.0 0.0 0.0 0.0 0.0 0.0 5 0.0
512.0 620.0 0.0 0.0 0.0 0.0 0.0   468.0 620.0 0.0 0.0 0.0 0.0 0.0   512.0 684.0 0.0 0.0 0.0 0.0 0.0   468.0 684.0 0.0 0.0 0.0 0.0 0.0 5 0.0
